12/04/2025,11:06:22,b'Received packet: 428,38.368790,21.780352,12/4/2025,8:6:21,45.86,21.46,-17.38,11,1015.34,18.17\r\n'
12/04/2025,11:06:22,b'Received packet: 429,38.368893,21.780403,12/4/2025,8:6:22,44.00,21.20,-16.40,11,1015.22,18.20\r\n'
12/04/2025,11:06:23,b'Received packet: 430,38.368893,21.780403,12/4/2025,8:6:22,44.00,21.20,-18.08,11,1015.42,18.33\r\n'
12/04/2025,11:06:24,b'Received packet: 431,38.368996,21.780450,12/4/2025,8:6:23,43.67,20.02,-16.79,11,1015.27,18.40\r\n'
12/04/2025,11:06:24,b'Received packet: 432,38.369098y21.78049\xb7,92/4/3075,8:6:24,43.32,20.28,-15.09,11,1015.06,18.42\r\n'
12/04/2025,11:06:25,b'Received packet: \xe4\xc8\xa9\xce\x86e*\xad\xaaY[[2[pK\x8dW;250\xbd,1W\xef0/\x02|25/8\xba3\x1b\xb65,f,.2\x8fr\xcel-(5)\xeb4\x16.\xfe6\xb4x\r\xec=0"\xa8/c7l98M\xdd:\r\n'
12/04/2025,11:06:27,b"Received packet: 437,38*'69381,21.780621,12/4/2025,8:6:27,38.19,20.44,-19.13,11,1015.5`y1=.63\r\n"
12/04/2025,11:06:28,b'Received packet: 438,38.369381,21.780621,12/4/2025,8:6:27,38.19,20.44,-16.12,11,1015.19,18.67\r\n'
12/04/2025,11:06:28,b'Received packet: 439,38.369471,21.780660,12/4/2025,8:6:28,37.52,18.79,-18.87,11,1015.52,18.69\r\n'
12/04/2025,11:06:29,b'Received packet: 440,38.369471,21.780660,12/4/2025,8:6:28,37.52,18.79,-19.48,11,1015.59,18.71\r\n'
12/04/2025,11:06:29,b'Received packet: 441,38.369559,21.780696,12/4/2025,8:6:29,36.69,18.35,-19.77,11,1015.63,18.75\r\n'
12/04/2025,11:06:31,b'Received packet: 443,38.369645,21.780731,12/4/2025,8:6:30,35.39,18.09,-19.91,11,1015.64,18.78\r\n'
12/04/2025,11:06:31,b'Received packet: 444,38.369729,21.780762,12/4/2025,8:6:31,34.56,16.79,-20.08,11,1015.66,18.80\r\n'
12/04/2025,11:06:32,b'Received packet: 445,38.369729,21.780762,12/4/2025,8:6:31,34.56,1\x96\xac=\x99$M1i.43,11,1015.59,18.80\r\n'
12/04/2025,11:06:32,b'Received packet: 446,38.369810,21.780791,12/4/2025,8:6:32,33.39,15.85,-19.26,11,1015.57,18.84\r\n'
12/04/2025,11:06:33,b'Received packet: 447,38.369810,21.780791,12/4/2025,8:6:32,33.39,15.85,-18.92,11,1015.52,18.86\r\n'
12/04/2025,11:06:34,b'Received packet: 448,38.369890,21.780820,12/4/2025,8:6:33,32.54,16.07,-20.03,11,1015.66,18.88\r\n'
